#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2020,9,29,17,30,286,5.7,7.5,99,99,99,999,1017.2,15.9,20.5,999,99,99
2020,9,29,17,40,282,5.7,7.4,0.77,10.81,4.8,289,1017.3,15.8,20.5,999,99,99
2020,9,29,17,50,280,5.6,7.2,99,99,99,999,1017.3,15.9,20.5,999,99,99
2020,9,29,18,0,286,5.5,6.9,99,99,99,999,1017.3,15.9,20.5,999,99,99
2020,9,29,18,10,283,6.2,8.1,99,99,99,999,1017.2,15.8,20.5,999,99,99
2020,9,29,18,20,279,6,7.9,99,99,99,999,1017.1,15.9,20.5,999,99,99
2020,9,29,18,30,283,6.3,8.1,99,99,99,999,1017,15.9,20.5,999,99,99
2020,9,29,18,40,283,6,7.8,0.76,10.81,4.68,271,1017,15.9,20.5,999,99,99
2020,9,29,18,50,289,5.9,7.6,99,99,99,999,1017,15.9,20.5,999,99,99
2020,9,29,19,0,284,5.7,7.3,99,99,99,999,1016.9,15.9,20.5,999,99,99
2020,9,29,19,10,276,5.6,7.2,99,99,99,999,1016.7,16,20.5,999,99,99
2020,9,29,19,20,277,5.6,7.1,99,99,99,999,1016.7,15.9,20.5,999,99,99
2020,9,29,19,30,271,5.4,7.1,99,99,99,999,1016.6,15.9,20.5,15.9,99,99
2020,9,29,19,40,267,5.2,6.6,0.76,10,4.42,271,1016.4,16.1,20.5,16.1,99,99
2020,9,29,19,50,260,5.5,7.1,99,99,99,999,1016.2,16.1,20.5,16.1,99,99
2020,9,29,20,0,258,5.8,7.1,99,99,99,999,1016.1,16.1,20.5,16.1,99,99
2020,9,29,20,10,255,5.7,7,99,99,99,999,1015.9,16.2,20.5,16.2,99,99
2020,9,29,20,20,262,5.7,6.8,99,99,99,999,1015.7,16.2,20.6,16.2,99,99
2020,9,29,20,30,260,5.8,6.8,99,99,99,999,1015.5,16.2,20.6,16.2,99,99
2020,9,29,20,40,255,5.6,6.9,0.83,10,4.46,268,1015.5,16.3,20.6,16.3,99,99
2020,9,29,20,50,257,5.5,6.7,99,99,99,999,1015.4,16.3,20.6,16.3,99,99
2020,9,29,21,0,256,5.7,6.8,99,99,99,999,1015.3,16.4,20.6,16.4,99,99
2020,9,29,21,10,258,5.8,7,99,99,99,999,1015.1,16.7,20.6,16.7,99,99
2020,9,29,21,20,257,6.1,7.5,99,99,99,999,1014.8,16.7,20.6,16.6,99,99
2020,9,29,21,30,260,6.5,8.1,99,99,99,999,1014.7,16.6,20.6,16.5,99,99
2020,9,29,21,40,255,6.7,7.7,0.86,10.81,4.64,269,1014.6,16.5,20.6,16.4,99,99
2020,9,29,21,50,255,6.8,8.1,99,99,99,999,1014.4,16.5,20.6,16.5,99,99
2020,9,29,22,0,254,7.1,8.4,99,99,99,999,1014.3,16.5,20.6,16.5,99,99
2020,9,29,22,10,251,6.9,8.7,99,99,99,999,1014.3,16.6,20.7,16.6,99,99
2020,9,29,22,20,252,7.1,9.1,99,99,99,999,1014.3,17,20.6,17,99,99
2020,9,29,22,30,261,6.8,8.7,99,99,99,999,1014.4,16.9,20.6,16.8,99,99
2020,9,29,22,40,268,6.9,8.1,0.89,10,4.47,271,1014.5,16.8,20.6,16.7,99,99
2020,9,29,22,50,256,7.9 1,0.5,99,99,99,999,1013.9,16.9,20.6,16.8,99,99
2020,9,29,23,0,247,9.2 1,1.6,99,99,99,999,1014,17,20.6,17,99,99
2020,9,29,23,10,254,8.2,9.8,99,99,99,999,1014.1,17,20.6,16.9,99,99
2020,9,29,23,20,256,9.0 1,0.9,99,99,99,999,1014,16.9,20.6,16.8,99,99
2020,9,29,23,30,259,8.8 1,0.5,99,99,99,999,1013.9,16.9,20.6,16.8,99,99
2020,9,29,23,40,257,8.9 1,0.5,1.03,3.85,4.3,268,1013.9,17,20.6,16.9,99,99
2020,9,29,23,50,257,8.7 1,0.2,99,99,99,999,1013.9,17.1,20.5,16.9,99,99
2020,9,30,0,0,255,8.3 1,0.3,99,99,99,999,1013.8,17.2,20.5,17,99,99
2020,9,30,0,10,255,8.1 1,0.2,99,99,99,999,1013.8,17.3,20.5,17,99,99
2020,9,30,0,20,254,8.1,9.6,99,99,99,999,1013.7,17.3,20.5,17,99,99
2020,9,30,0,30,252,8.2,9.7,99,99,99,999,1013.7,17.2,20.5,16.9,99,99
2020,9,30,0,40,254,8.3,9.8,1.12,10,4.48,269,1013.5,17.2,20.5,16.9,99,99
2020,9,30,0,50,254,7.9,9.7,99,99,99,999,1013.8,17.1,20.5,16.8,99,99
2020,9,30,1,0,257,7.8,9.9,99,99,99,999,1013.9,16.8,20.5,16.7,99,99
2020,9,30,1,10,260,7.3,8.6,99,99,99,999,1014,16.9,20.5,16.8,99,99
2020,9,30,1,20,258,7,8.4,99,99,99,999,1014.1,16.8,20.5,16.8,99,99
2020,9,30,1,30,262,7,8.6,99,99,99,999,1014.3,16.6,20.4,16.6,99,99
2020,9,30,1,40,263,7.3,8.7,1.16,5.26,4.3,268,1014.1,16.4,20.4,999,99,99
2020,9,30,1,50,256,7.2,8.9,99,99,99,999,1014.1,16.4,20.4,999,99,99
2020,9,30,2,0,264,7.1,8.9,99,99,99,999,1014.1,16.3,20.4,999,99,99
2020,9,30,2,10,255,6.8,8.4,99,99,99,999,1014.2,16.3,20.4,999,99,99
2020,9,30,2,20,258,7.1,8.5,99,99,99,999,1014.3,16.3,20.4,999,99,99
2020,9,30,2,30,246,6.9,8.6,99,99,99,999,1014.2,16.4,20.3,999,99,99
2020,9,30,2,40,246,7.1,8.4,1.19,4.55,4.55,270,1014.2,16.4,20.3,999,99,99
2020,9,30,2,50,244,7.3,8.8,99,99,99,999,1014.3,16.5,20.3,999,99,99
2020,9,30,3,0,247,7.2,8.8,99,99,99,999,1014.4,16.6,20.3,999,99,99
2020,9,30,3,10,244,7.8,9.3,99,99,99,999,1014.2,16.6,20.3,999,99,99
2020,9,30,3,20,245,7.9,9.6,99,99,99,999,1014.3,16.9,20.3,16.9,99,99
2020,9,30,3,30,246,8,9.5,99,99,99,999,1014.3,17.1,20.3,17.1,99,99
2020,9,30,3,40,248,7.9,9.5,1.11,5.26,4.52,276,1014.4,17.2,20.3,17,99,99
2020,9,30,3,50,246,7.8,9.7,99,99,99,999,1014.3,17.4,20.3,17.1,99,99
2020,9,30,4,0,246,7.7,9.6,99,99,99,999,1014.5,17.5,20.2,17.2,99,99
2020,9,30,4,10,250,7.3,8.8,99,99,99,999,1014.5,17.6,20.2,17.2,99,99
2020,9,30,4,20,249,7.8,9.3,99,99,99,999,1014.4,17.6,20.2,17.2,99,99
2020,9,30,4,30,253,7.9,9.3,99,99,99,999,1014.3,17.7,20.2,17.3,99,99
2020,9,30,4,40,254,8.5 1,0.2,1.08,5.56,4.43,267,1014.4,17.7,20.2,17.2,99,99
2020,9,30,4,50,258,7.8,9.2,99,99,99,999,1014.6,17.8,20.2,17.2,99,99
2020,9,30,5,0,258,8.3,9.6,99,99,99,999,1014.5,17.8,20.2,17.1,99,99
2020,9,30,5,10,256,7.9,9.3,99,99,99,999,1014.4,17.9,20.2,17.2,99,99
2020,9,30,5,20,254,8.3,9.7,99,99,99,999,1014.3,17.9,20.1,17.2,99,99
2020,9,30,5,30,252,8.3,9.7,99,99,99,999,1014.4,18,20.1,17.2,99,99
2020,9,30,5,40,254,7.8,9.7,1.08,4.55,4.35,266,1014.5,18.1,20.1,17.3,99,99
2020,9,30,5,50,254,7.6,9.3,99,99,99,999,1014.4,18.1,20.1,17.3,99,99
2020,9,30,6,0,256,7.5,9.2,99,99,99,999,1014.4,18.2,20.1,17.3,99,99
2020,9,30,6,10,259,7.5,8.9,99,99,99,999,1014.4,18.1,20.1,17.2,99,99
2020,9,30,6,20,262,7.1,8.3,99,99,99,999,1014.5,18.2,20.1,17.3,99,99
2020,9,30,6,30,259,6.4,7.7,99,99,99,999,1014.6,18.4,20.1,17.4,99,99
2020,9,30,6,40,255,6.7,8,0.94,5.26,4.44,266,1014.6,18.3,20.1,17.3,99,99
2020,9,30,6,50,262,6.2,8.1,99,99,99,999,1014.7,18.3,20.1,17.3,99,99
2020,9,30,7,0,263,5.9,6.9,99,99,99,999,1014.8,18.2,20,17.1,99,99
2020,9,30,7,10,260,5.6,6.9,99,99,99,999,1014.7,18.2,20,17.2,99,99
2020,9,30,7,20,259,6,7.1,99,99,99,999,1014.7,18.1,20,17.2,99,99
2020,9,30,7,30,258,6,6.9,99,99,99,999,1014.7,18.1,20,17.2,99,99
2020,9,30,7,40,258,5.7,6.9,0.89,10,4.53,268,1014.7,18.2,20,17.3,99,99
2020,9,30,7,50,257,6,7.2,99,99,99,999,1014.6,18.1,20,17.1,99,99
2020,9,30,8,0,257,6.2,7.4,99,99,99,999,1014.7,17.9,20,17,99,99
2020,9,30,8,10,259,6.2,7.5,99,99,99,999,1014.6,17.8,20,16.9,99,99
2020,9,30,8,20,257,6.1,7.1,99,99,99,999,1014.6,17.7,20,16.8,99,99
2020,9,30,8,30,251,6.6,7.8,99,99,99,999,1014.6,17.7,20,16.9,99,99
2020,9,30,8,40,251,6.8,8.2,0.95,9.09,4.49,255,1014.6,17.6,19.9,16.8,99,99
2020,9,30,8,50,252,6.7,7.9,99,99,99,999,1014.5,17.5,19.9,16.7,99,99
2020,9,30,9,0,253,6.1,7.1,99,99,99,999,1014.5,17.6,19.9,16.8,99,99
2020,9,30,9,10,254,5.7,6.9,99,99,99,999,1014.4,17.6,19.9,16.7,99,99
2020,9,30,9,20,255,5.4,6.8,99,99,99,999,1014.3,17.8,19.9,16.8,99,99
2020,9,30,9,30,249,5.6,6.8,99,99,99,999,1014.3,17.9,19.9,16.8,99,99
2020,9,30,9,40,246,5.6,6.6,0.94,5.26,4.52,271,1014.1,17.9,19.9,16.8,99,99
2020,9,30,9,50,249,5.6,6.4,99,99,99,999,1014,17.9,19.9,16.8,99,99
2020,9,30,10,0,249,5.3,6.5,99,99,99,999,1014,17.9,19.9,16.8,99,99
2020,9,30,10,10,245,5.6,6.7,99,99,99,999,1013.9,18,19.9,16.9,99,99
2020,9,30,10,20,246,5.3,6.5,99,99,99,999,1013.8,18.1,19.9,17,99,99
2020,9,30,10,30,254,5.2,6.1,99,99,99,999,1013.8,18.4,19.9,17,99,99
2020,9,30,10,40,256,4.9,5.8,0.89,10,4.53,268,1013.7,18.5,19.9,16.9,99,99
2020,9,30,10,50,259,4.2,5.5,99,99,99,999,1013.5,18.5,19.9,17,99,99
2020,9,30,11,0,248,3.8,4.9,99,99,99,999,1013.5,18.5,19.9,17.1,99,99
2020,9,30,11,10,236,4.5,5.7,99,99,99,999,1013.5,18.5,19.9,17.1,99,99
2020,9,30,11,20,245,4.4,5.3,99,99,99,999,1013.6,18.5,19.9,17.1,99,99
2020,9,30,11,30,245,4,5,99,99,99,999,1013.5,18.5,19.9,17.1,99,99
2020,9,30,11,40,248,4.1,5,0.91,12.12,4.92,271,1013.6,18.6,19.9,17.2,99,99
2020,9,30,11,50,256,4.5,5.5,99,99,99,999,1013.6,18.5,19.9,17.1,99,99
2020,9,30,12,0,258,4.7,5.5,99,99,99,999,1013.7,18.3,19.9,17.1,99,99
2020,9,30,12,10,261,4.8,5.6,99,99,99,999,1013.6,18.2,19.9,17.1,99,99
2020,9,30,12,20,259,4.6,5.4,99,99,99,999,1013.5,18.2,19.9,17.2,99,99
2020,9,30,12,30,258,4.3,5.4,99,99,99,999,1013.6,18.2,19.8,17.1,99,99
2020,9,30,12,40,257,3.9,4.9,0.87,13.79,4.67,267,1013.7,18.3,19.8,17.2,99,99
2020,9,30,12,50,257,3.8,4.6,99,99,99,999,1013.8,18.3,19.9,17.1,99,99
2020,9,30,13,0,264,4,4.8,99,99,99,999,1013.8,18.4,19.8,17.2,99,99
2020,9,30,13,10,271,3.6,4.4,99,99,99,999,1013.8,18.5,19.8,17.3,99,99
2020,9,30,13,20,272,2.8,3.7,99,99,99,999,1013.8,18.6,19.9,17.5,99,99
2020,9,30,13,30,272,2.5,3.3,99,99,99,999,1013.8,18.7,19.9,17.6,99,99
2020,9,30,13,40,267,2.5,3.2,0.87,13.79,4.92,280,1013.8,18.8,19.9,17.7,99,99
2020,9,30,13,50,242,3.2,4.5,99,99,99,999,1014,18.9,19.9,17.9,99,99
2020,9,30,14,0,252,3.7,4.9,99,99,99,999,1014,18.4,19.9,17.4,99,99
2020,9,30,14,10,250,3.3,4.2,99,99,99,999,1014.1,18.2,19.9,17.4,99,99
2020,9,30,14,20,249,3.8,4.6,99,99,99,999,1014.2,18.5,19.9,17.6,99,99
2020,9,30,14,30,271,2.9,3.9,99,99,99,999,1014.1,18.7,19.9,17.7,99,99
2020,9,30,14,40,286,2.6,3.1,0.88,13.79,5.4,283,1014.1,18.8,19.8,17.7,99,99
2020,9,30,14,50,274,2.3,3.3,99,99,99,999,1014.2,18.9,19.9,17.9,99,99
2020,9,30,15,0,254,2.5,3.6,99,99,99,999,1014.3,19.1,19.9,18.1,99,99
2020,9,30,15,10,263,2.7,3.5,99,99,99,999,1014.3,19.2,19.9,18.2,99,99
2020,9,30,15,20,266,2.4,3.4,99,99,99,999,1014.3,19.2,19.9,18.3,99,99
2020,9,30,15,30,251,3,3.8,99,99,99,999,1014.3,19.1,19.9,18.2,99,99
2020,9,30,15,40,245,4.3,5.5,0.81,16,5.18,273,1014.5,18.7,19.9,17.6,99,99
2020,9,30,15,50,249,5,5.9,99,99,99,999,1014.6,18.2,19.9,16.9,99,99
2020,9,30,16,0,253,5.3,6.2,99,99,99,999,1014.7,17.9,19.9,16.6,99,99
2020,9,30,16,10,251,5.4,6.6,99,99,99,999,1014.7,18,19.9,16.8,99,99
2020,9,30,16,20,247,5.2,6.3,99,99,99,999,1014.7,18.2,19.9,16.8,99,99
2020,9,30,16,30,246,5.8,6.9,99,99,99,999,1014.8,18.1,19.9,16.7,99,99
2020,9,30,16,40,249,5.9,7,0.88,13.79,4.89,252,1014.8,18,19.9,16.8,99,99
2020,9,30,16,50,253,6.1,7,99,99,99,999,1014.8,18,20,16.8,99,99
2020,9,30,17,0,253,6.2,7.1,99,99,99,999,1014.8,18.1,20,16.8,99,99
2020,9,30,17,10,251,6.5,8,99,99,99,999,1015,18.1,20,16.9,99,99
2020,9,30,17,20,245,7.3,8.6,99,99,99,999,1014.9,18,20,16.8,99,99
2020,9,30,17,30,246,7.5,8.8,99,99,99,999,1014.9,17.8,20,16.7,99,99
2020,9,30,17,40,246,7.8,9.1,0.98,5.26,4.59,272,1014.8,17.6,20,16.6,99,99
2020,9,30,17,50,247,8.1,9.6,99,99,99,999,1014.9,17.6,20,16.6,99,99
2020,9,30,18,0,251,8.1 1,0,99,99,99,999,1014.9,17.6,20,16.6,99,99
2020,9,30,18,10,256,8.4,9.8,99,99,99,999,1014.8,17.6,20.1,16.5,99,99
2020,9,30,18,20,258,7.8,9.4,99,99,99,999,1014.8,17.8,20.1,16.7,99,99
2020,9,30,18,30,264,6.6,8.5,99,99,99,999,1014.8,18,20.1,16.8,99,99
2020,9,30,18,40,269,6.5,7.4,1.13,12.9,4.78,245,1014.7,18.1,20.1,16.8,99,99
2020,9,30,18,50,275,5.8,7,99,99,99,999,1014.7,18.3,20.1,16.9,99,99
2020,9,30,19,0,273,5.9,6.7,99,99,99,999,1014.7,18.4,20.1,16.8,99,99
2020,9,30,19,10,270,5.7,6.9,99,99,99,999,1014.7,18.5,20.1,16.8,99,99
2020,9,30,19,20,264,5.8,7.1,99,99,99,999,1014.5,18.6,20.1,16.9,99,99
2020,9,30,19,30,262,5.9,6.9,99,99,99,999,1014.7,18.5,20.1,16.8,99,99
2020,9,30,19,40,255,6.8,8.1,1.2,12.9,5.06,268,1014.4,18.3,20.2,16.7,99,99
2020,9,30,19,50,263,6.7,8.1,99,99,99,999,1014.3,18.1,20.2,16.7,99,99
2020,9,30,20,0,265,6.9,8.2,99,99,99,999,1014.4,18,20.2,16.7,99,99
2020,9,30,20,10,254,7.5,9,99,99,99,999,1014.1,18,20.2,16.7,99,99
2020,9,30,20,20,265,6.7,8.2,99,99,99,999,1014.3,18,20.2,16.7,99,99
2020,9,30,20,30,259,7.3,8.8,99,99,99,999,1013.9,18.1,20.2,16.7,99,99
2020,9,30,20,40,261,6.5,8,1.2,12.9,4.93,275,1014.1,18.1,20.2,16.7,99,99
2020,9,30,20,50,259,5.7,7.1,99,99,99,999,1013.9,18.2,20.2,16.7,99,99
2020,9,30,21,0,262,5.4,7,99,99,99,999,1013.7,18.3,20.2,16.9,99,99
2020,9,30,21,10,259,5.6,7.2,99,99,99,999,1013.5,18.3,20.2,16.8,99,99
2020,9,30,21,20,261,5.1,6.4,99,99,99,999,1013.4,18.4,20.2,16.9,99,99
2020,9,30,21,30,261,4.4,5.7,99,99,99,999,1013.4,18.5,20.2,17,99,99
2020,9,30,21,40,258,3.6,4.3,1.13,12.9,5.09,291,1013.2,18.6,20.2,16.8,99,99
2020,9,30,21,50,251,3.6,4.3,99,99,99,999,1013.2,18.7,20.3,16.9,99,99
2020,9,30,22,0,232,4.2,5.1,99,99,99,999,1013.1,18.7,20.3,16.9,99,99
2020,9,30,22,10,227,4.4,5.4,99,99,99,999,1012.9,18.6,20.3,16.9,99,99
2020,9,30,22,20,228,5.1,6.4,99,99,99,999,1012.8,18.6,20.3,17,99,99
2020,9,30,22,30,226,5.7,6.9,99,99,99,999,1012.8,18.5,20.3,16.9,99,99
2020,9,30,22,40,226,6.6,7.9,1.17,12.9,5.32,287,1012.4,18.5,20.3,16.9,99,99
2020,9,30,22,50,234,7.1,8.7,99,99,99,999,1012.4,18.7,20.2,17,99,99
2020,9,30,23,0,234,7.3,8.9,99,99,99,999,1012.3,18.9,20.2,16.9,99,99
2020,9,30,23,10,238,7.4,8.5,99,99,99,999,1012.4,19,20.2,16.8,99,99
2020,9,30,23,20,239,7.6,9.1,99,99,99,999,1012.5,19,20.2,16.7,99,99
2020,9,30,23,30,239,6.7,8.1,99,99,99,999,1012.4,19,20.2,16.6,99,99
2020,9,30,23,40,240,7.4,8.6,1.08,12.9,4.96,277,1012.1,19.1,20.2,16.7,99,99
2020,9,30,23,50,239,6.5,7.9,99,99,99,999,1012.3,19.1,20.2,16.8,99,99
2020,10,1,0,0,240,6.3,7.6,99,99,99,999,1012.2,19.1,20.1,16.6,99,99
2020,10,1,0,10,244,6.1,8.4,99,99,99,999,1012.3,19.1,20.1,16.7,99,99
2020,10,1,0,20,243,6.5,7.9,99,99,99,999,1012.2,19.1,20.1,16.6,99,99
2020,10,1,0,30,247,6,7.6,99,99,99,999,1012.3,19,20.1,16.5,99,99
2020,10,1,0,40,241,5.7,7.6,0.99,12.12,4.81,268,1012.3,19,20.1,16.4,99,99
2020,10,1,0,50,243,5.8,7.1,99,99,99,999,1012.4,19,20.1,16.5,99,99
2020,10,1,1,0,241,5.9,6.9,99,99,99,999,1012.4,18.9,20.1,16.4,99,99
2020,10,1,1,10,241,5.4,6.3,99,99,99,999,1012.3,18.8,20.1,16.4,99,99
2020,10,1,1,20,241,5.7,7,99,99,99,999,1012.4,18.8,20.1,16.5,99,99
2020,10,1,1,30,231,6.2,7.3,99,99,99,999,1012.4,18.6,20,16.5,99,99
2020,10,1,1,40,226,6.6,8,0.99,12.12,5.04,262,1012.2,18.5,20,16.6,99,99
2020,10,1,1,50,231,7.3,8.6,99,99,99,999,1012.4,18.4,20,16.7,99,99
2020,10,1,2,0,231,6.9,8.2,99,99,99,999,1012.4,18.4,20,16.8,99,99
2020,10,1,2,10,228,6.8,8.2,99,99,99,999,1012.4,18.4,20,16.9,99,99
2020,10,1,2,20,235,6.3,7.4,99,99,99,999,1012.5,18.4,20,16.9,99,99
2020,10,1,2,30,237,6.6,8.1,99,99,99,999,1012.5,18.4,20,16.9,99,99
2020,10,1,2,40,236,6.4,7.9,1.01,12.12,4.85,271,1012.6,18.4,20,17,99,99
2020,10,1,2,50,239,6.5,7.6,99,99,99,999,1012.6,18.4,20,17,99,99
2020,10,1,3,0,236,6.6,8.1,99,99,99,999,1012.7,18.4,19.9,17.1,99,99
2020,10,1,3,10,237,6.9,8,99,99,99,999,1012.7,18.4,19.9,17.1,99,99
2020,10,1,3,20,242,6.7,8,99,99,99,999,1012.7,18.4,19.9,17.2,99,99
2020,10,1,3,30,241,6.9,8.1,99,99,99,999,1012.7,18.4,19.9,17.1,99,99
2020,10,1,3,40,243,6.6,7.9,1.07,12.12,5.11,270,1012.7,18.5,19.9,17.3,99,99
2020,10,1,3,50,245,6.6,7.8,99,99,99,999,1012.7,18.6,19.9,17.3,99,99
2020,10,1,4,0,244,6.6,7.6,99,99,99,999,1012.7,18.6,19.9,17.3,99,99
2020,10,1,4,10,249,6.6,7.7,99,99,99,999,1012.7,18.6,19.9,17.4,99,99
2020,10,1,4,20,247,6.6,7.7,99,99,99,999,1012.8,18.6,19.9,17.3,99,99
2020,10,1,4,30,248,6.3,7.5,99,99,99,999,1012.8,18.6,19.8,17.4,99,99
2020,10,1,4,40,250,6.4,7.5,0.99,12.12,5,270,1012.9,18.7,19.8,17.5,99,99
2020,10,1,4,50,247,6.1,7.5,99,99,99,999,1012.9,18.8,19.8,17.6,99,99
2020,10,1,5,0,247,6.3,7.4,99,99,99,999,1012.9,18.8,19.8,17.5,99,99
2020,10,1,5,10,252,6.2,7.3,99,99,99,999,1013,18.8,19.8,17.4,99,99
2020,10,1,5,20,251,5.8,6.9,99,99,99,999,1013,18.9,19.8,17.5,99,99
2020,10,1,5,30,250,5.6,6.6,99,99,99,999,1013,18.9,19.7,17.4,99,99
2020,10,1,5,40,250,5.2,6,1.13,12.9,5.64,268,1013,18.9,19.7,17.3,99,99
2020,10,1,5,50,243,4.9,5.9,99,99,99,999,1013,18.9,19.7,17.4,99,99
2020,10,1,6,0,239,5,5.9,99,99,99,999,1012.9,18.9,19.7,17.4,99,99
2020,10,1,6,10,236,5.4,6.4,99,99,99,999,1012.9,18.8,19.7,17.3,99,99
2020,10,1,6,20,240,5.5,6.6,99,99,99,999,1012.9,18.7,19.7,17.3,99,99
2020,10,1,6,30,244,5.1,6.6,99,99,99,999,1012.9,18.8,19.6,17.4,99,99
2020,10,1,6,40,246,5.3,6.5,1.13,12.9,5.8,293,1012.8,18.9,19.6,17.4,99,99
2020,10,1,6,50,251,5.6,6.8,99,99,99,999,1012.9,18.9,19.6,17.4,99,99
2020,10,1,7,0,247,5.8,7.2,99,99,99,999,1012.8,18.8,19.6,17.2,99,99
2020,10,1,7,10,245,5.4,6.4,99,99,99,999,1012.8,18.8,19.6,17.3,99,99
2020,10,1,7,20,241,5.1,6.3,99,99,99,999,1012.8,18.8,19.6,17.3,99,99
2020,10,1,7,30,244,5.1,6.2,99,99,99,999,1012.8,18.8,19.6,17.3,99,99
2020,10,1,7,40,241,5.3,6.6,1.25,12.12,6.28,277,1012.8,18.8,19.6,17.3,99,99
2020,10,1,7,50,241,5.4,6.5,99,99,99,999,1012.8,18.7,19.6,17.2,99,99
2020,10,1,8,0,237,5.3,6.4,99,99,99,999,1012.7,18.8,19.6,17.3,99,99
2020,10,1,8,10,236,5.4,6.6,99,99,99,999,1012.7,18.8,19.6,17.2,99,99
2020,10,1,8,20,237,5.5,6.7,99,99,99,999,1012.6,18.9,19.6,17.4,99,99
2020,10,1,8,30,238,5.8,6.9,99,99,99,999,1012.5,19,19.5,17.4,99,99
2020,10,1,8,40,240,5.7,6.9,1.14,12.9,5.78,269,1012.4,19,19.5,17.3,99,99
2020,10,1,8,50,241,5.6,6.9,99,99,99,999,1012.5,19,19.5,17.3,99,99
2020,10,1,9,0,241,5.3,6.4,99,99,99,999,1012.5,19.2,19.5,17.4,99,99
2020,10,1,9,10,238,5.3,6.3,99,99,99,999,1012.5,19.2,19.5,17.4,99,99
2020,10,1,9,20,239,5.3,6.3,99,99,99,999,1012.4,19.2,19.5,17.4,99,99
2020,10,1,9,30,238,5,6.1,99,99,99,999,1012.4,19.3,19.5,17.5,99,99
2020,10,1,9,40,240,5,6,1.02,12.12,5.42,255,1012.4,19.3,19.5,17.4,99,99
2020,10,1,9,50,240,4.9,6,99,99,99,999,1012.3,19.4,19.5,17.5,99,99
2020,10,1,10,0,241,4.9,6,99,99,99,999,1012.2,19.4,19.5,17.5,99,99
2020,10,1,10,10,244,4.9,5.9,99,99,99,999,1012.2,19.5,19.5,17.5,99,99
2020,10,1,10,20,240,4.3,5.3,99,99,99,999,1012.2,19.5,19.5,17.5,99,99
2020,10,1,10,30,241,4.4,5.1,99,99,99,999,1012.1,19.5,19.4,17.4,99,99
2020,10,1,10,40,241,4,4.7,1.06,10.81,5.71,274,1012.1,19.6,19.4,17.5,99,99
2020,10,1,10,50,244,3.8,4.5,99,99,99,999,1012,19.6,19.4,17.5,99,99
2020,10,1,11,0,241,3.5,4.6,99,99,99,999,1012,19.6,19.4,17.5,99,99
2020,10,1,11,10,246,2.7,3.8,99,99,99,999,1012.1,19.6,19.4,17.5,99,99
2020,10,1,11,20,254,1.8,3,99,99,99,999,1012.1,19.6,19.4,17.6,99,99
2020,10,1,11,30,258,1.6,2.6,99,99,99,999,1012.2,19.5,19.4,17.6,99,99
2020,10,1,11,40,256,1.8,2.6,1.09,12.12,6.19,270,1012.2,19.5,19.4,17.5,99,99
2020,10,1,11,50,258,1.8,2.8,99,99,99,999,1012.2,19.4,19.4,17.4,99,99
2020,10,1,12,0,258,1.7,2.4,99,99,99,999,1012.3,19.4,19.4,17.4,99,99
2020,10,1,12,10,255,1.3,2.3,99,99,99,999,1012.3,19.4,19.4,17.5,99,99
2020,10,1,12,20,250,1.4,2,99,99,99,999,1012.3,19.4,19.4,17.5,99,99
2020,10,1,12,30,253,0.8,1.7,99,99,99,999,1012.3,19.4,19.4,17.5,99,99
2020,10,1,12,40,223,1.2,1.9,0.95,12.12,6.3,267,1012.3,19.4,19.4,17.5,99,99
2020,10,1,12,50,246,1,1.7,99,99,99,999,1012.3,19.4,19.4,17.4,99,99
2020,10,1,13,0,245,1.1,1.8,99,99,99,999,1012.2,19.4,19.4,17.5,99,99
2020,10,1,13,10,237,1.3,1.9,99,99,99,999,1012.3,19.4,19.4,17.5,99,99
2020,10,1,13,20,229,1.6,2.2,99,99,99,999,1012.2,19.5,19.4,17.6,99,99
2020,10,1,13,30,223,1.8,2.6,99,99,99,999,1012.3,19.5,19.4,17.6,99,99
2020,10,1,13,40,218,2,2.5,0.88,12.12,6.46,273,1012.3,19.6,19.4,17.4,99,99
2020,10,1,13,50,227,1.8,2.4,99,99,99,999,1012.4,19.7,19.4,17.4,99,99
2020,10,1,14,0,226,1.9,2.4,99,99,99,999,1012.4,19.8,19.4,17.3,99,99
2020,10,1,14,10,229,1.9,2.5,99,99,99,999,1012.4,19.9,19.4,17.2,99,99
2020,10,1,14,20,228,1.3,2.4,99,99,99,999,1012.7,20,19.4,17.2,99,99
2020,10,1,14,30,210,0.7,1.1,99,99,99,999,1012.8,20,19.4,17.2,99,99
2020,10,1,14,40,222,0.7,1.3,0.88,11.43,6.51,271,1012.9,20,19.4,17.1,99,99
2020,10,1,14,50,237,0.7,1.2,99,99,99,999,1012.9,20.1,19.4,17.3,99,99
2020,10,1,15,0,263,0.1,0.4,99,99,99,999,1013,20.2,19.4,17.4,99,99
2020,10,1,15,10,244,0,0.3,99,99,99,999,1013.1,20.4,19.4,17.3,99,99
2020,10,1,15,20,145,0,0.4,99,99,99,999,1013.2,20.6,19.4,17.3,99,99
2020,10,1,15,30,186,0.1,0.7,99,99,99,999,1013.3,20.7,19.4,16.9,99,99
2020,10,1,15,40,257,0.3,0.8,0.88,10.81,6.59,258,1013.2,20.7,19.4,16.5,99,99
2020,10,1,15,50,276,0,0.3,99,99,99,999,1013.3,20.9,19.4,16.8,99,99
