#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2020,2,13,10,40,104,4.3,5.3,0.77,17.39,7.62,234,1018.4,13.3,14.6,12.4,99,99
2020,2,13,10,50,107,4,5,99,99,99,999,1018.4,13.3,14.6,12.4,99,99
2020,2,13,11,0,135,3.4,5.5,99,99,99,999,1018.4,13.4,14.6,12.5,99,99
2020,2,13,11,10,213,3.1,4.2,99,99,99,999,1018.4,13.2,14.6,12.5,99,99
2020,2,13,11,20,216,2.7,3.4,99,99,99,999,1018.3,13.1,14.6,12.6,99,99
2020,2,13,11,30,218,2.3,3,99,99,99,999,1018.3,13,14.7,12.5,99,99
2020,2,13,11,40,215,1.8,2.7,0.94,14.81,8.85,241,1018.2,12.9,14.6,12.3,99,99
2020,2,13,11,50,225,1,2,99,99,99,999,1018.2,13,14.7,12.3,99,99
2020,2,13,12,0,154,0.3,1.6,99,99,99,999,1018.1,13,14.6,12.3,99,99
2020,2,13,12,10,102,2.6,3.7,99,99,99,999,1018.1,13,14.6,12,99,99
2020,2,13,12,20,95,2.6,3.6,99,99,99,999,1018.1,13.1,14.6,11.5,99,99
2020,2,13,12,30,100,3.5,5.1,99,99,99,999,1018.1,13.2,14.6,11.6,99,99
2020,2,13,12,40,90,3.8,5.3,0.82,16,8.56,260,1018.1,13.2,14.6,11.6,99,99
2020,2,13,12,50,93,3.9,5.3,99,99,99,999,1018.3,13.2,14.6,11.6,99,99
2020,2,13,13,0,95,4,5.1,99,99,99,999,1018.3,13.2,14.7,11.7,99,99
2020,2,13,13,10,92,3.2,4.3,99,99,99,999,1018.4,13.1,14.7,11.5,99,99
2020,2,13,13,20,101,3.3,4.4,99,99,99,999,1018.4,13.1,14.7,11.4,99,99
2020,2,13,13,30,98,3.2,4.2,99,99,99,999,1018.4,13.1,14.7,11.7,99,99
2020,2,13,13,40,104,2.9,3.9,0.77,16,7.82,287,1018.4,13,14.7,11.6,99,99
2020,2,13,13,50,97,2.6,3.7,99,99,99,999,1018.6,13,14.7,11.8,99,99
2020,2,13,14,0,92,2.3,3.1,99,99,99,999,1018.6,13,14.7,11.9,99,99
2020,2,13,14,10,95,2.6,3.8,99,99,99,999,1018.6,13,14.7,11.8,99,99
2020,2,13,14,20,84,2.3,3.5,99,99,99,999,1018.9,13,14.7,11.7,99,99
2020,2,13,14,30,84,2.2,3.4,99,99,99,999,1018.9,13,14.7,11.7,99,99
2020,2,13,14,40,100,2.5,4.1,0.85,17.39,8.13,246,1018.9,12.9,14.7,11.5,99,99
2020,2,13,14,50,108,2,3.1,99,99,99,999,1019,13,14.7,11.5,99,99
2020,2,13,15,0,107,2,3.1,99,99,99,999,1019.1,12.9,14.7,11.3,99,99
2020,2,13,15,10,75,1,2.3,99,99,99,999,1019.2,12.9,14.7,11.2,99,99
2020,2,13,15,20,108,0.8,2.5,99,99,99,999,1019.3,13,14.7,11.4,99,99
2020,2,13,15,30,67,1.2,2.8,99,99,99,999,1019.3,13,14.7,11.3,99,99
2020,2,13,15,40,94,1.8,2.9,0.89,16,8.16,266,1019.4,13.1,14.7,11.4,99,99
2020,2,13,15,50,99,1.7,3,99,99,99,999,1019.5,13.2,14.7,11.3,99,99
2020,2,13,16,0,75,1.5,2.7,99,99,99,999,1019.5,13.3,14.7,11.4,99,99
2020,2,13,16,10,91,1.8,3.4,99,99,99,999,1019.6,13.3,14.7,11.3,99,99
2020,2,13,16,20,118,1.7,3,99,99,99,999,1019.7,13.4,14.7,11.4,99,99
2020,2,13,16,30,105,1.9,2.8,99,99,99,999,1019.7,13.6,14.7,11.5,99,99
2020,2,13,16,40,111,1.4,2.3,0.94,16,8.59,281,1019.8,13.7,14.7,11.5,99,99
2020,2,13,16,50,115,1.6,2.5,99,99,99,999,1019.8,13.8,14.7,11.6,99,99
2020,2,13,17,0,130,1.5,2.3,99,99,99,999,1019.9,13.9,999,11.6,99,99
2020,2,13,17,10,140,1.7,2.7,99,99,99,999,1019.9,13.9,14.7,11.6,99,99
2020,2,13,17,20,143,1.8,2.5,99,99,99,999,1020,13.8,14.7,11.7,99,99
2020,2,13,17,30,138,1.6,2.4,99,99,99,999,1020,13.9,14.7,11.8,99,99
2020,2,13,17,40,132,1.7,2.8,0.9,16,8.01,225,1020,13.9,14.7,11.7,99,99
2020,2,13,17,50,142,2.2,3,99,99,99,999,1020.1,13.8,14.7,11.7,99,99
2020,2,13,18,0,145,2.2,3.2,99,99,99,999,1020.2,13.8,14.7,11.8,99,99
2020,2,13,18,10,152,2.2,3.6,99,99,99,999,1020.3,13.8,14.7,11.9,99,99
2020,2,13,18,20,154,1.8,2.8,99,99,99,999,1020.3,13.8,14.7,11.9,99,99
2020,2,13,18,30,166,1.3,2.6,99,99,99,999,1020.3,13.9,14.8,11.9,99,99
2020,2,13,18,40,176,1,1.9,0.92,16,8.17,223,1020.3,14,14.8,11.9,99,99
2020,2,13,18,50,199,1.1,2,99,99,99,999,1020.3,13.9,14.8,11.8,99,99
2020,2,13,19,0,151,0.4,1.4,99,99,99,999,1020.2,14.3,14.8,12,99,99
2020,2,13,19,10,208,0.1,0.6,99,99,99,999,1020.2,14.6,14.8,12,99,99
2020,2,13,19,20,289,0,0.3,99,99,99,999,1020.2,14.9,14.8,12.1,99,99
2020,2,13,19,30,190,0,0.4,99,99,99,999,1020.1,15.2,14.8,12.1,99,99
2020,2,13,19,40,189,0.1,0.6,0.9,14.81,7.79,273,1020,15.2,14.8,11.9,99,99
2020,2,13,19,50,274,0,0.2,99,99,99,999,1019.8,15.4,14.8,12,99,99
2020,2,13,20,0,240,0.1,0.6,99,99,99,999,1019.8,15.3,14.8,12,99,99
2020,2,13,20,10,137,0.1,0.6,99,99,99,999,1019.5,15.3,14.8,12,99,99
2020,2,13,20,20,168,0.2,0.8,99,99,99,999,1019.3,15.2,14.8,12,99,99
2020,2,13,20,30,247,0.5,1.2,99,99,99,999,1019.2,14.9,14.9,12,99,99
2020,2,13,20,40,269,0.4,1.1,0.84,16,7.33,162,1019,14.9,14.9,12,99,99
2020,2,13,20,50,230,0.7,1.4,99,99,99,999,1018.8,14.6,14.9,11.9,99,99
2020,2,13,21,0,228,0.6,1.6,99,99,99,999,1018.6,14.6,14.9,11.8,99,99
2020,2,13,21,10,234,0.6,1.5,99,99,99,999,1018.4,14.6,14.8,11.9,99,99
2020,2,13,21,20,229,0.8,1.8,99,99,99,999,1018.1,14.5,14.8,11.8,99,99
2020,2,13,21,30,202,1,1.7,99,99,99,999,1017.9,14.5,14.9,11.9,99,99
2020,2,13,21,40,217,1.2,2.5,0.85,16,7.84,297,1017.9,14.4,15,11.8,99,99
2020,2,13,21,50,230,1.8,2.9,99,99,99,999,1017.9,14.3,14.9,11.9,99,99
2020,2,13,22,0,241,2.5,3.4,99,99,99,999,1017.9,14.1,14.9,12,99,99
2020,2,13,22,10,247,3,4.2,99,99,99,999,1017.8,14,14.8,12,99,99
2020,2,13,22,20,254,2.4,3.2,99,99,99,999,1017.8,14,14.8,11.8,99,99
2020,2,13,22,30,269,2.6,3.3,99,99,99,999,1017.6,14,14.8,11.9,99,99
2020,2,13,22,40,268,2.7,3.6,0.96,14.81,8.34,259,1017.6,14,15,11.9,99,99
2020,2,13,22,50,265,2.6,3.4,99,99,99,999,1017.4,14.2,15,12,99,99
2020,2,13,23,0,273,2.9,4,99,99,99,999,1017.4,14.2,14.8,12.2,99,99
2020,2,13,23,10,278,3.4,4.3,99,99,99,999,1017.4,14.1,15,12.3,99,99
2020,2,13,23,20,281,3.5,4.5,99,99,99,999,1017.4,14.1,15,12.3,99,99
2020,2,13,23,30,278,3.5,4.6,99,99,99,999,1017.4,14,15.1,12.2,99,99
2020,2,13,23,40,278,3.8,4.9,0.81,16,7.68,264,1017.3,14,15.2,12.2,99,99
2020,2,13,23,50,280,3.7,4.8,99,99,99,999,1017.3,14.1,15.2,12.2,99,99
2020,2,14,0,0,275,4,4.8,99,99,99,999,1017.3,14.1,15.2,12.3,99,99
2020,2,14,0,10,271,4.1,5.2,99,99,99,999,1017.3,13.9,15.2,12.2,99,99
2020,2,14,0,20,276,4,4.9,99,99,99,999,1017.3,13.9,15.1,12.2,99,99
2020,2,14,0,30,278,4.2,4.9,99,99,99,999,1017.3,13.9,15,12.1,99,99
2020,2,14,0,40,272,4.1,5.1,0.9,13.79,7.98,262,1017.3,13.9,15,12,99,99
2020,2,14,0,50,274,4.2,5.3,99,99,99,999,1017.3,14,15,12.2,99,99
2020,2,14,1,0,275,4.5,5.9,99,99,99,999,1017.3,13.9,15.1,12.2,99,99
2020,2,14,1,10,270,4.8,5.9,99,99,99,999,1017.3,13.8,15,12.1,99,99
2020,2,14,1,20,265,5,6.2,99,99,99,999,1017.2,13.7,15,12.1,99,99
2020,2,14,1,30,266,5.2,6.3,99,99,99,999,1017.1,13.6,15,12.1,99,99
2020,2,14,1,40,271,5,6.1,0.81,16,6.59,256,1017.2,13.7,15,12.3,99,99
2020,2,14,1,50,275,5.4,6.5,99,99,99,999,1017.3,13.6,15,12.2,99,99
2020,2,14,2,0,279,5.3,6.3,99,99,99,999,1017.3,13.5,15,12.1,99,99
2020,2,14,2,10,281,5.2,6.1,99,99,99,999,1017.4,13.5,14.9,12.2,99,99
2020,2,14,2,20,282,5,6.1,99,99,99,999,1017.5,13.6,15,12.4,99,99
2020,2,14,2,30,285,5.1,6.2,99,99,99,999,1017.4,13.5,14.9,12.3,99,99
2020,2,14,2,40,283,4.6,5.6,0.86,14.81,6.24,264,1017.3,13.5,14.9,12.3,99,99
2020,2,14,2,50,275,4.5,5.9,99,99,99,999,1017.3,13.6,14.9,12.5,99,99
2020,2,14,3,0,268,5.2,6,99,99,99,999,1017.3,13.5,14.9,12.4,99,99
2020,2,14,3,10,269,5.2,6.1,99,99,99,999,1017.5,13.5,14.9,12.5,99,99
2020,2,14,3,20,269,5.1,6.4,99,99,99,999,1017.5,13.6,14.9,12.6,99,99
2020,2,14,3,30,273,5.2,6.4,99,99,99,999,1017.5,13.6,14.8,12.6,99,99
2020,2,14,3,40,272,5,6.4,0.92,16,6.08,239,1017.5,13.6,14.8,12.5,99,99
2020,2,14,3,50,270,5.2,6.4,99,99,99,999,1017.7,13.6,14.8,12.4,99,99
2020,2,14,4,0,272,5.1,6.3,99,99,99,999,1017.8,13.8,14.8,12.7,99,99
2020,2,14,4,10,269,5.1,6.3,99,99,99,999,1017.7,13.8,14.8,12.7,99,99
2020,2,14,4,20,272,4.9,6.1,99,99,99,999,1017.7,13.8,14.8,12.7,99,99
2020,2,14,4,30,266,4.6,5.8,99,99,99,999,1017.8,13.8,14.7,12.7,99,99
2020,2,14,4,40,264,4.4,5.2,0.97,14.81,6.23,247,1017.8,13.8,14.7,12.8,99,99
2020,2,14,4,50,263,4.3,5.3,99,99,99,999,1017.8,13.8,14.7,12.9,99,99
2020,2,14,5,0,256,4.2,5,99,99,99,999,1017.8,13.7,14.7,12.8,99,99
2020,2,14,5,10,250,4.1,5.2,99,99,99,999,1017.8,13.7,14.7,12.8,99,99
2020,2,14,5,20,244,4.1,4.9,99,99,99,999,1017.8,13.7,14.7,12.8,99,99
2020,2,14,5,30,239,4.2,5.1,99,99,99,999,1017.8,13.8,14.7,12.9,99,99
2020,2,14,5,40,238,4.2,5.1,0.93,16,5.94,232,1017.8,13.9,14.7,13,99,99
2020,2,14,5,50,239,4.3,5.4,99,99,99,999,1017.8,13.9,14.7,12.9,99,99
2020,2,14,6,0,235,3.9,5,99,99,99,999,1017.8,14,14.7,13.1,99,99
2020,2,14,6,10,224,4.4,5.3,99,99,99,999,1017.8,13.9,14.7,13.4,99,99
2020,2,14,6,20,229,4.4,5.2,99,99,99,999,1017.8,13.8,14.7,13.3,99,99
2020,2,14,6,30,239,4.1,5,99,99,99,999,1017.7,13.8,14.7,13,99,99
2020,2,14,6,40,242,3.6,4.7,0.93,14.81,6.57,264,1017.8,13.8,14.7,12.9,99,99
2020,2,14,6,50,238,3.8,4.7,99,99,99,999,1017.8,13.8,14.8,12.9,99,99
2020,2,14,7,0,235,3.5,4.4,99,99,99,999,1017.8,13.8,14.7,12.7,99,99
2020,2,14,7,10,229,3.2,4.1,99,99,99,999,1017.7,13.9,14.7,13.1,99,99
2020,2,14,7,20,231,3.1,3.8,99,99,99,999,1017.6,13.7,14.7,12.9,99,99
2020,2,14,7,30,228,3,3.8,99,99,99,999,1017.6,13.7,14.7,12.9,99,99
2020,2,14,7,40,228,2.6,3.4,0.88,14.81,6.16,266,1017.7,13.8,14.7,13.1,99,99
2020,2,14,7,50,242,1.5,2.5,99,99,99,999,1017.8,13.8,14.7,12.9,99,99
2020,2,14,8,0,245,1.8,2.8,99,99,99,999,1017.7,13.8,14.7,12.9,99,99
2020,2,14,8,10,247,2.6,3.3,99,99,99,999,1017.7,13.8,14.7,12.9,99,99
2020,2,14,8,20,247,3.2,4.2,99,99,99,999,1017.7,13.7,14.6,12.7,99,99
2020,2,14,8,30,248,2.4,3.4,99,99,99,999,1017.6,13.7,14.6,12.7,99,99
2020,2,14,8,40,243,2.1,3.1,0.92,13.79,6.7,245,1017.5,13.7,14.6,12.6,99,99
2020,2,14,8,50,232,1.9,2.6,99,99,99,999,1017.4,13.7,14.6,12.5,99,99
2020,2,14,9,0,217,2.1,2.8,99,99,99,999,1017.4,13.7,14.6,12.5,99,99
2020,2,14,9,10,216,2,2.7,99,99,99,999,1017.4,13.8,14.6,12.5,99,99
2020,2,14,9,20,201,2.3,3,99,99,99,999,1017.5,13.8,14.6,12.5,99,99
2020,2,14,9,30,205,2.9,3.5,99,99,99,999,1017.5,13.9,14.6,12.8,99,99
2020,2,14,9,40,205,3.2,4,0.85,12.9,6.43,269,1017.5,13.8,14.6,12.8,99,99
2020,2,14,9,50,203,3.4,4.2,99,99,99,999,1017.5,13.7,14.6,12.8,99,99
2020,2,14,10,0,208,3.6,4.5,99,99,99,999,1017.5,13.6,14.6,12.9,99,99
2020,2,14,10,10,214,3.2,4,99,99,99,999,1017.4,13.5,14.6,12.7,99,99
2020,2,14,10,20,224,3.1,3.8,99,99,99,999,1017.3,13.4,14.6,12.5,99,99
2020,2,14,10,30,222,2.9,3.8,99,99,99,999,1017.2,13.5,14.6,12.6,99,99
2020,2,14,10,40,216,2.7,3.5,0.88,14.81,6.73,228,1017.1,13.7,14.6,13,99,99
2020,2,14,10,50,215,2.7,3.4,99,99,99,999,1017.2,13.6,14.6,13.1,99,99
2020,2,14,11,0,210,2.5,3.2,99,99,99,999,1017.2,13.5,14.6,13,99,99
2020,2,14,11,10,206,2.3,2.9,99,99,99,999,1017.3,13.4,14.6,12.9,99,99
2020,2,14,11,20,209,2.4,3,99,99,99,999,1017.2,13.4,14.6,12.9,99,99
2020,2,14,11,30,204,2.7,3.4,99,99,99,999,1017.2,13.4,14.6,12.8,99,99
2020,2,14,11,40,193,2.5,3.2,0.87,14.81,7.03,246,1017.1,13.3,14.6,12.6,99,99
2020,2,14,11,50,198,2.3,3,99,99,99,999,1017.1,13.3,14.6,12.6,99,99
2020,2,14,12,0,206,2.5,3.4,99,99,99,999,1017.1,13.3,14.6,12.6,99,99
2020,2,14,12,10,211,3.2,4.6,99,99,99,999,1017.2,13.3,14.7,12.6,99,99
2020,2,14,12,20,207,3.8,4.9,99,99,99,999,1017.2,13.2,14.7,12.7,99,99
2020,2,14,12,30,203,3.7,4.7,99,99,99,999,1017.2,13.1,14.7,12.8,99,99
2020,2,14,12,40,216,3.8,5.1,0.89,14.81,7.63,227,1017.3,13.3,14.7,12.9,99,99
2020,2,14,12,50,230,4.2,5.1,99,99,99,999,1017.3,13.3,14.7,12.8,99,99
2020,2,14,13,0,232,4.1,5,99,99,99,999,1017.4,13.2,14.7,12.7,99,99
2020,2,14,13,10,226,4,4.9,99,99,99,999,1017.5,13,14.7,12.4,99,99
2020,2,14,13,20,242,3.6,4.5,99,99,99,999,1017.6,13.1,14.7,12.4,99,99
2020,2,14,13,30,255,3.8,5.3,99,99,99,999,1017.7,13,14.7,12.3,99,99
2020,2,14,13,40,250,3.4,4.6,0.84,13.79,7.09,241,1017.8,13,14.7,12.3,99,99
2020,2,14,13,50,238,3.1,4.6,99,99,99,999,1017.7,13,14.7,12.2,99,99
2020,2,14,14,0,239,3.4,4.2,99,99,99,999,1017.8,13,14.7,12.1,99,99
2020,2,14,14,10,236,3.5,4.4,99,99,99,999,1017.8,13.1,14.7,11.9,99,99
2020,2,14,14,20,239,3.2,4,99,99,99,999,1017.9,13.1,14.7,11.8,99,99
2020,2,14,14,30,228,2.8,3.6,99,99,99,999,1018,13.1,14.7,11.8,99,99
2020,2,14,14,40,221,2.2,2.9,0.84,13.79,6.84,280,1018.1,13.1,14.7,11.8,99,99
2020,2,14,14,50,230,2.2,2.9,99,99,99,999,1018.3,13.1,14.6,11.8,99,99
2020,2,14,15,0,223,2.2,3,99,99,99,999,1018.4,13.2,14.6,11.9,99,99
2020,2,14,15,10,215,2.1,2.8,99,99,99,999,1018.5,13.2,14.6,11.9,99,99
2020,2,14,15,20,219,2.1,2.7,99,99,99,999,1018.6,13.2,14.6,11.9,99,99
2020,2,14,15,30,229,2.5,3.2,99,99,99,999,1018.7,13.3,14.6,12,99,99
2020,2,14,15,40,221,2.2,3,0.8,13.79,6.72,269,1018.8,13.2,14.6,11.8,99,99
2020,2,14,15,50,206,2.2,2.8,99,99,99,999,1018.9,13.4,14.6,11.8,99,99
2020,2,14,16,0,206,1.8,2.4,99,99,99,999,1018.9,13.5,14.6,11.5,99,99
2020,2,14,16,10,185,1.8,2.5,99,99,99,999,1019,13.7,14.6,11.6,99,99
2020,2,14,16,20,184,1.6,2.3,99,99,99,999,1019.2,13.8,14.6,11.6,99,99
2020,2,14,16,30,183,1.4,1.9,99,99,99,999,1019.3,14,14.6,11.8,99,99
2020,2,14,16,40,171,1.3,1.9,99,99,99,999,1019.4,14.1,999,12,99,99
2020,2,14,17,0,175,1.4,2,99,99,99,999,1019.4,14,14.7,12.1,99,99
2020,2,14,17,10,185,1.6,2.2,99,99,99,999,1019.3,14,14.7,12.1,99,99
2020,2,14,17,20,186,1.7,2.3,99,99,99,999,1019.5,14,14.6,12.1,99,99
2020,2,14,17,30,195,1.8,2.5,99,99,99,999,1019.5,14,14.6,12.2,99,99
2020,2,14,17,40,199,2.3,3,0.8,13.79,6.72,278,1019.5,13.9,14.7,12.2,99,99
2020,2,14,17,50,182,2,2.7,99,99,99,999,1019.5,13.9,14.7,12.1,99,99
2020,2,14,18,0,190,2,2.8,99,99,99,999,1019.6,14,14.8,12.3,99,99
2020,2,14,18,10,197,2.2,2.8,99,99,99,999,1019.5,13.9,14.8,12.2,99,99
2020,2,14,18,20,187,2.4,3.2,99,99,99,999,1019.5,13.9,14.8,12.4,99,99
2020,2,14,18,30,189,2.3,2.9,99,99,99,999,1019.5,13.9,14.8,12.4,99,99
2020,2,14,18,40,186,1.9,2.8,0.94,13.79,7.38,259,1019.5,14,14.8,12.7,99,99
2020,2,14,18,50,194,2.1,2.7,99,99,99,999,1019.5,13.9,14.8,12.7,99,99
2020,2,14,19,0,200,2.2,2.9,99,99,99,999,1019.5,13.9,14.9,12.7,99,99
2020,2,14,19,10,200,2.5,3.2,99,99,99,999,1019.5,13.8,14.9,12.4,99,99
2020,2,14,19,20,216,3.1,4,99,99,99,999,1019.6,13.9,14.9,12.6,99,99
2020,2,14,19,30,223,3.2,4.3,99,99,99,999,1019.5,13.7,15,12.6,99,99
2020,2,14,19,40,228,3.2,4.1,0.99,13.79,7.48,249,1019.5,13.8,15,12.6,99,99
2020,2,14,19,50,238,3.3,4.2,99,99,99,999,1019.5,13.8,15,12.5,99,99
2020,2,14,20,0,247,3.6,5,99,99,99,999,1019.4,13.9,15,12.9,99,99
2020,2,14,20,10,256,3.9,5.1,99,99,99,999,1019.3,13.6,15,12.7,99,99
2020,2,14,20,20,260,3.5,4.5,99,99,99,999,1019.3,13.6,15,12.5,99,99
2020,2,14,20,30,266,3.9,5,99,99,99,999,1019.3,13.7,15,12.7,99,99
2020,2,14,20,40,268,3.8,5.1,0.93,12.9,7.19,258,1019.3,13.7,15.1,12.7,99,99
2020,2,14,20,50,271,3.7,5,99,99,99,999,1019,13.6,15.1,12.5,99,99
2020,2,14,21,0,268,3.6,4.6,99,99,99,999,1019,13.7,15,12.3,99,99
2020,2,14,21,10,269,4,5.3,99,99,99,999,1019,13.9,15.1,12.4,99,99
2020,2,14,21,20,270,3.8,5.4,99,99,99,999,1018.7,14.1,15.1,12.2,99,99
2020,2,14,21,30,267,4,4.8,99,99,99,999,1018.7,14.3,15.1,12.4,99,99
2020,2,14,21,40,270,4,5,0.92,12.9,7.49,259,1018.6,14.1,15.1,12.6,99,99
2020,2,14,21,50,267,4,4.9,99,99,99,999,1018.5,14.1,15.2,12.8,99,99
2020,2,14,22,0,263,3.8,4.8,99,99,99,999,1018.4,14.1,15.1,13,99,99
2020,2,14,22,10,252,3.6,4.4,99,99,99,999,1018.2,14,15.1,13,99,99
2020,2,14,22,20,248,3.5,4.5,99,99,99,999,1018.1,14.1,15.1,13.1,99,99
2020,2,14,22,30,250,3.6,4.7,99,99,99,999,1018.1,14,15.1,13,99,99
2020,2,14,22,40,245,3.6,4.4,0.84,12.9,7.02,251,1018.1,14,15.1,13,99,99
2020,2,14,22,50,244,3.6,4.5,99,99,99,999,1018.1,13.9,15.1,12.8,99,99
2020,2,14,23,0,232,3.8,4.8,99,99,99,999,1017.9,13.9,15.1,12.7,99,99
2020,2,14,23,10,223,4.3,5.2,99,99,99,999,1017.8,13.8,15.2,12.5,99,99
2020,2,14,23,20,226,4.5,5.5,99,99,99,999,1017.6,13.8,15.2,12.5,99,99
2020,2,14,23,30,235,4.8,5.6,99,99,99,999,1017.7,13.9,15.2,12.7,99,99
2020,2,14,23,40,248,4.7,5.8,0.81,13.79,6.8,239,1017.8,13.9,15.2,12.6,99,99
2020,2,14,23,50,256,4.9,5.9,99,99,99,999,1017.7,13.8,15.1,12.2,99,99
2020,2,15,0,0,253,4.5,5.5,99,99,99,999,1017.6,13.9,15.1,12.2,99,99
2020,2,15,0,10,264,4.3,5.3,99,99,99,999,1017.8,14,15.1,12.3,99,99
2020,2,15,0,20,273,4.1,5.5,99,99,99,999,1017.8,14.1,15.1,12.3,99,99
2020,2,15,0,30,269,3.8,4.6,99,99,99,999,1017.8,14.2,15.1,12.3,99,99
2020,2,15,0,40,278,3.9,5.1,0.84,13.79,6.77,256,1018,14.3,15.1,12.4,99,99
2020,2,15,0,50,284,4.4,5.6,99,99,99,999,1018.1,14.3,15.1,12.5,99,99
2020,2,15,1,0,278,4.1,5,99,99,99,999,1018.1,14.3,15.1,12.5,99,99
2020,2,15,1,10,274,4.3,5,99,99,99,999,1018.2,14.4,15,12.7,99,99
2020,2,15,1,20,269,4.3,5.1,99,99,99,999,1018.2,14.4,15,12.7,99,99
2020,2,15,1,30,270,4.7,5.5,99,99,99,999,1018.2,14.3,15,12.3,99,99
2020,2,15,1,40,269,4.3,5.1,0.89,13.79,6.3,253,1018.3,14.4,15,12.5,99,99
2020,2,15,1,50,266,4.5,5.6,99,99,99,999,1018.4,14.3,15,12.4,99,99
2020,2,15,2,0,274,5.3,6.1,99,99,99,999,1018.6,14.3,15,12.6,99,99
2020,2,15,2,10,272,5,6.1,99,99,99,999,1018.6,14.3,15,12.7,99,99
2020,2,15,2,20,275,4.7,5.6,99,99,99,999,1018.7,14.3,15,12.7,99,99
2020,2,15,2,30,268,4.3,5.4,99,99,99,999,1018.8,14.3,15,12.7,99,99
2020,2,15,2,40,274,4.7,5.5,0.84,11.43,5.6,272,1018.8,14.4,15,13.2,99,99
2020,2,15,2,50,271,4.3,5.1,99,99,99,999,1018.8,14.3,15,13.3,99,99
2020,2,15,3,0,268,4.1,5,99,99,99,999,1018.9,14.4,14.9,13.5,99,99
2020,2,15,3,10,259,3.7,4.6,99,99,99,999,1018.9,14.4,14.9,13.7,99,99
2020,2,15,3,20,251,3.3,4.2,99,99,99,999,1019,14.3,14.9,13.5,99,99
2020,2,15,3,30,240,3.1,3.9,99,99,99,999,1019.1,14.3,14.9,13.5,99,99
2020,2,15,3,40,239,3.1,3.9,0.84,13.79,5.35,279,1019.2,14.4,14.9,13.5,99,99
2020,2,15,3,50,245,3.1,3.9,99,99,99,999,1019.4,14.4,14.9,13.6,99,99
2020,2,15,4,0,239,3,3.7,99,99,99,999,1019.5,14.4,14.9,13.6,99,99
2020,2,15,4,10,232,3.2,4.1,99,99,99,999,1019.5,14.5,14.9,13.9,99,99
2020,2,15,4,20,232,3.4,4,99,99,99,999,1019.6,14.4,14.9,13.9,99,99
2020,2,15,4,30,231,3.7,4.6,99,99,99,999,1019.8,14.4,999,14,99,99
2020,2,15,4,40,232,3.9,4.8,0.83,12.9,5.32,257,1019.8,14.4,14.9,14.1,99,99
2020,2,15,4,50,234,4,4.8,99,99,99,999,1020,14.4,14.9,14.2,99,99
2020,2,15,5,0,231,3.7,4.5,99,99,99,999,1020,14.4,14.9,14.3,99,99
2020,2,15,5,10,228,3.8,4.5,99,99,99,999,1019.9,14.5,14.9,14.2,99,99
2020,2,15,5,20,237,4.2,5,99,99,99,999,1020.2,14.4,14.9,13.8,99,99
2020,2,15,5,30,242,4,4.8,99,99,99,999,1020.1,14.5,14.9,13.6,99,99
2020,2,15,5,40,249,4.4,5.3,0.93,13.79,5.64,265,1020.3,14.5,14.9,13.4,99,99
2020,2,15,5,50,247,4.2,5.4,99,99,99,999,1020.3,14.5,14.9,13.3,99,99
2020,2,15,6,0,243,4.1,4.9,99,99,99,999,1020.6,14.4,14.9,13.7,99,99
2020,2,15,6,10,245,4.2,5.3,99,99,99,999,1020.6,14.3,14.9,13.6,99,99
2020,2,15,6,20,248,4.1,4.8,99,99,99,999,1020.6,14.2,14.9,13.5,99,99
2020,2,15,6,30,244,3.6,4.5,99,99,99,999,1020.6,14.3,14.9,13.4,99,99
2020,2,15,6,40,247,3.4,4.3,0.79,12.12,5.24,247,1020.6,14.3,14.9,13.3,99,99
2020,2,15,6,50,240,3.2,4,99,99,99,999,1020.5,14.3,14.9,12.9,99,99
2020,2,15,7,0,219,3.3,4,99,99,99,999,1020.4,14.4,14.9,13.3,99,99
2020,2,15,7,10,229,3.5,4.7,99,99,99,999,1020.4,14.2,14.9,13,99,99
2020,2,15,7,20,237,4,5,99,99,99,999,1020.5,14.1,14.9,12.6,99,99
2020,2,15,7,30,239,4.2,5.6,99,99,99,999,1020.4,14.1,14.9,12.5,99,99
2020,2,15,7,40,232,4.2,5,0.85,12.9,5.77,255,1020.4,14.2,14.9,12.9,99,99
2020,2,15,7,50,231,4.1,4.9,99,99,99,999,1020.5,14.2,14.9,13.1,99,99
2020,2,15,8,0,234,3.7,4.5,99,99,99,999,1020.6,14.1,14.9,12.9,99,99
2020,2,15,8,10,233,3.1,3.9,99,99,99,999,1020.5,14.1,14.9,12.9,99,99
2020,2,15,8,20,232,3.9,5,99,99,99,999,1020.6,14,14.9,12.9,99,99
2020,2,15,8,30,232,4.4,5.4,99,99,99,999,1020.6,14,14.8,12.8,99,99
2020,2,15,8,40,237,5.1,6.2,0.78,12.9,4.93,285,1020.7,13.8,14.8,12.6,99,99
2020,2,15,8,50,241,5.2,6.5,99,99,99,999,1020.6,13.9,14.8,12.8,99,99
2020,2,15,9,0,234,5.4,6.5,99,99,99,999,1020.6,13.7,14.8,12.6,99,99
2020,2,15,9,10,232,5.4,6.4,99,99,99,999,1020.6,13.8,14.8,12.5,99,99
2020,2,15,9,20,226,5.5,6.5,99,99,99,999,1020.6,13.7,14.8,12.4,99,99
2020,2,15,9,30,226,5.1,6,99,99,99,999,1020.7,13.7,14.8,12.4,99,99
